functional.decelerate	functional.alert	functional.steering	functional.status	wbs_impl.power.line1	wbs_impl.power.line2	wbs_impl.power.powerbus1	wbs_impl.power.powerbus1.socket	wbs_impl.power.powerbus2	wbs_impl.power.powerbus2.socket	wbs_impl.blue_pump	wbs_impl.green_pump	wbs_impl.accumulator	wbs_impl.wheel	wbs_impl.wheel.tire	wbs_impl.wheel.brake	wbs_impl.bscu.sub1.mon	wbs_impl.bscu.sub1.cmd	wbs_impl.bscu.sub2.mon	wbs_impl.bscu.sub2.cmd	wbs_impl.bscu.platform.power	wbs_impl.bscu.platform.cpu1	wbs_impl.bscu.platform.cpu1.power-SEI::PowerBudget	wbs_impl.bscu.platform.cpu1.power	wbs_impl.bscu.platform.cpu2	wbs_impl.bscu.platform.cpu2.power-SEI::PowerBudget	wbs_impl.bscu.platform.cpu2.power	Price	ValidModel	InvalidReason	Weight	powerbus1	powerbus2	BrakingPower
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.lo_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	210.26846	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4767.0	1.0		14.6	0.51026845	0.0	12.7
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	0.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	228.99376	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.5289938	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	298.84177	impl::common::power.heavygauge	4269.0	1.0		14.6	0.5324333	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	221.92996	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.52193	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	291.77512	impl::common::power.heavygauge	4269.0	1.0		14.6	0.5253666	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.lo_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	218.0428	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4767.0	1.0		14.6	0.5180428	0.0	12.7
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.lo_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	210.26846	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4767.0	1.0		14.6	0.51026845	0.0	12.7
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	299.86395	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53345543	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	299.98373	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53357524	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	298.84177	impl::common::power.heavygauge	4269.0	1.0		14.6	0.5324333	0.0	11.8
1.0	functional::Alert::Alert.lo_quality	functional::Steering::Steering.i2	functional::Status::Status.hi_quality	0.0	0.0	2.0	impl::common::power.heavygauge	2.0	impl::common::power.heavygauge	impl::pump::pump.small	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.hi_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i2	impl::bscu::command.i1	impl::common::power.heavygauge	impl::platform::cpu.x64	100.53321	impl::common::power.lightgauge	impl::platform::cpu.arm	160.21432	impl::common::power.heavygauge	5067.0	1.0		12.22	0.26074752	0.0	17.1
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	299.77734	impl::common::power.heavygauge	4269.0	1.0		14.6	0.5333688	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	299.95724	impl::common::power.heavygauge	4269.0	1.0		14.6	0.5335487	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	0.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i2	impl::common::power.lightgauge	impl::platform::cpu.arm	228.99376	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4769.0	1.0		14.6	0.5289938	0.0	13.3
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
1.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i3	functional::Status::Status.hi_quality	1.0	1.0	2.0	impl::common::power.heavygauge	0.0	impl::common::power.lightgauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.small	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i2	1.0	impl::bscu::monitor.i2	impl::bscu::command.i2	impl::common::power.heavygauge	impl::platform::cpu.x64	44.909374	impl::common::power.heavygauge	impl::platform::cpu.x64	140.19733	impl::common::power.lightgauge	7397.2	1.0		14.72	0.1851067	0.0	20.1
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_two_inputs	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	299.95724	impl::common::power.heavygauge	4269.0	1.0		14.6	0.5335487	0.0	11.8
0.0	functional::Alert::Alert.hi_quality	functional::Steering::Steering.i1	functional::Status::Status.hi_quality	1.0	0.0	2.0	impl::common::power.lightgauge	2.0	impl::common::power.heavygauge	impl::pump::pump.large	impl::pump::pump.large	impl::pump::pump.large	impl::wheel::wheel_one_input	impl::wheel::tire.hi_quality	impl::wheel::brake.lo_quality	impl::bscu::monitor.i1	0.0	impl::bscu::monitor.i1	impl::bscu::command.i1	impl::common::power.lightgauge	impl::platform::cpu.arm	233.59148	impl::common::power.heavygauge	impl::platform::cpu.x86	300.0	impl::common::power.heavygauge	4269.0	1.0		14.6	0.53359145	0.0	11.8
